gene_id,SRR1039508,SRR1039509,SRR1039512,SRR1039513,SRR1039516,SRR1039517,SRR1039520,SRR1039521
ENSG00016026,0,4,0,1,2,0,0,0
ENSG00016027,974,2077,972,1688,1015,1527,1370,2990
ENSG00016028,165,170,118,194,144,244,181,398
ENSG00016029,7,11,7,1,3,4,3,6
ENSG00016030,28923,23961,25287,33489,44209,32894,38412,60102
ENSG00016031,18,19,8,13,6,32,43,27
ENSG00016032,129,90,115,98,182,235,46,36
ENSG00016033,1,2,5,4,10,4,2,2
ENSG00016034,5562,5243,3706,4275,5726,7914,5923,10164
ENSG00016035,30,11,27,17,14,9,8,11
ENSG00016036,2,10,0,3,6,3,8,3
ENSG00016037,2566,2021,1268,2048,1059,2509,1786,3156
ENSG00016038,5,4,9,8,4,8,12,11
ENSG00016039,63,101,83,113,82,104,117,106
ENSG00016040,2,4,1,3,1,7,2,6
ENSG00016041,231,68,80,35,141,70,107,118
ENSG00016042,12,20,25,26,19,38,33,44
ENSG00016043,0,0,2,0,0,0,2,1
ENSG00016044,106,156,12,171,135,148,170,228
ENSG00016045,0,7,6,2,3,4,1,6
ENSG00016046,55,45,12,7,54,54,34,56
ENSG00016047,5943,2272,1621,6184,5747,4970,2439,4956
ENSG00016048,339,259,398,85,429,334,388,373
ENSG00016049,155,69,97,64,119,44,58,136
ENSG00016050,13,11,18,10,26,18,26,30
ENSG00016051,2,2,0,1,4,5,2,0
ENSG00016052,92,195,155,199,201,103,207,198
ENSG00016053,21,23,15,5,5,8,10,17
ENSG00016054,6,2,5,5,0,4,2,1
ENSG00016055,1084,663,677,587,789,450,1117,2001
ENSG00016056,1,0,0,0,0,0,0,0
ENSG00016057,1588,1355,1140,2512,2211,1831,2777,2327
ENSG00016058,0,7,2,2,5,5,21,2
ENSG00016059,10,1,7,4,3,5,9,15
ENSG00016060,0,19,2,3,9,17,9,4
ENSG00016061,942,594,1548,1515,1543,1349,2613,713
ENSG00016062,66,15,31,44,44,14,36,59
ENSG00016063,52,29,36,61,40,100,87,41
ENSG00016064,1,2,0,1,0,2,1,0
ENSG00016065,31,53,28,38,29,16,46,42
ENSG00016066,11818,12143,11152,12676,15880,16844,7043,18862
ENSG00016067,20,19,36,32,17,33,19,26
ENSG00016068,14,13,8,15,1,8,7,22
ENSG00016069,1,0,1,10,4,1,4,3
ENSG00016070,0,1,3,2,4,1,0,0
ENSG00016071,22,24,34,28,39,26,40,15
ENSG00016072,145,216,209,176,139,202,197,351
ENSG00016073,12242,27144,13317,12061,8459,13221,19275,30221
ENSG00016074,0,0,0,1,1,0,0,0
ENSG00016075,127,163,90,210,90,156,62,157
ENSG00016076,40,85,50,104,47,52,69,146
ENSG00016077,21,150,42,109,64,108,55,92
ENSG00016078,970,1164,1221,1125,742,1684,1258,1080
ENSG00016079,82,72,50,53,64,52,34,43
ENSG00016080,15,45,21,12,35,30,32,49
ENSG00016081,22,39,98,44,47,51,69,117
ENSG00016082,5,1,0,6,3,5,4,4
ENSG00016083,0,2,1,5,1,8,4,4
ENSG00016084,31,31,24,19,24,41,46,38
ENSG00016085,726,641,501,636,359,627,498,481
ENSG00016086,7390,18720,5941,17916,9056,15958,16264,16839
ENSG00016087,426,751,745,1428,801,1650,448,839
ENSG00016088,0,1,0,3,0,0,0,0
ENSG00016089,106,31,61,65,71,102,77,112
ENSG00016090,32,60,33,52,43,11,48,16
ENSG00016091,2,10,3,5,4,4,7,4
ENSG00016092,22,20,5,14,14,25,21,15
ENSG00016093,12,5,8,7,7,14,5,2
ENSG00016094,49,132,123,60,152,249,111,162
ENSG00016095,77,38,54,22,30,33,30,14
ENSG00016096,21028,22100,23150,17574,24206,13551,17645,17255
ENSG00016097,2,0,0,1,1,0,0,1
ENSG00016098,87,85,40,48,45,35,51,57
ENSG00016099,25,48,28,27,2,24,22,51
ENSG00016100,2,0,0,0,1,0,1,1
ENSG00016101,7,2,2,15,19,26,15,9
ENSG00016102,80,62,115,154,71,102,90,227
ENSG00016103,17,24,50,64,6,30,64,27
ENSG00016104,0,0,0,3,0,2,0,1
ENSG00016105,21,30,17,56,27,55,37,123
ENSG00016106,1772,1642,1160,2529,781,1325,1044,984
ENSG00016107,26,13,20,8,20,27,63,15
ENSG00016108,213,85,252,128,36,205,266,153
ENSG00016109,965,1249,1334,1086,879,1253,1193,1063
ENSG00016110,37,44,7,28,15,23,24,55
ENSG00016111,249,428,416,402,207,212,292,363
ENSG00016112,44,120,56,35,17,84,66,66
ENSG00016113,3,2,1,2,1,3,5,1
ENSG00016114,1109,1011,1075,1372,990,1247,1553,1202
ENSG00016115,596,901,404,380,261,447,260,858
ENSG00016116,240,191,69,96,186,142,141,203
ENSG00016117,264,433,240,310,412,222,429,678
ENSG00016118,1649,1767,2554,1638,1546,2200,2104,2765
ENSG00016119,34825,82093,33704,57803,69684,48509,70967,36631
ENSG00016120,15,17,5,3,6,23,9,4
ENSG00016121,1,1,0,1,0,0,0,1
ENSG00016122,225,343,262,363,293,274,362,243
ENSG00016123,18,43,46,8,22,18,64,28
ENSG00016124,68,108,76,119,77,83,67,61
ENSG00016125,369,612,201,390,177,194,132,290
ENSG00016126,2,0,5,1,2,10,12,3
ENSG00016127,60,29,28,61,39,85,65,65
ENSG00016128,34,21,20,39,25,22,35,17
ENSG00016129,8,30,13,4,6,9,14,27
ENSG00016130,4,1,1,0,0,1,4,0
ENSG00016131,336,430,149,400,413,429,323,181
ENSG00016132,30,87,14,63,56,50,51,51
ENSG00016133,118,74,107,60,94,98,102,155
ENSG00016134,2,1,3,1,2,1,1,2
ENSG00016135,8933,15932,7278,14236,9867,22847,11611,13981
ENSG00016136,17,42,24,60,12,66,57,36
ENSG00016137,167,515,146,152,121,124,167,364
ENSG00016138,407,316,573,571,233,413,87,684
ENSG00016139,57,163,122,141,174,357,236,202
ENSG00016140,14,19,8,8,17,52,15,27
ENSG00016141,0,0,0,0,0,0,4,0
ENSG00016142,47,78,36,19,49,55,22,73
ENSG00016143,1,1,1,4,0,1,0,2
ENSG00016144,88,143,48,190,74,100,77,67
ENSG00016145,60,99,60,69,90,45,59,83
ENSG00016146,1567,3245,1901,3032,636,2002,1887,1756
ENSG00016147,78,37,42,38,10,68,23,124
ENSG00016148,16,34,55,10,6,40,29,49
ENSG00016149,75,63,39,35,78,20,65,118
ENSG00016150,43,33,40,24,34,41,44,37
ENSG00016151,15,67,36,69,26,16,42,36
ENSG00016152,295,387,127,348,325,363,166,423
ENSG00016153,171,147,279,287,212,355,91,173
ENSG00016154,67,113,26,14,62,34,12,73
ENSG00016155,19,26,22,8,32,21,29,57
ENSG00016156,20,37,36,10,7,36,29,11
ENSG00016157,4488,7335,2798,5390,1830,6666,4265,6838
ENSG00016158,348,510,106,510,434,857,354,622
ENSG00016159,29,6,9,15,12,12,2,11
ENSG00016160,3406,2767,1679,2741,2061,2336,1881,3603
ENSG00016161,0,1,0,0,0,0,0,0
ENSG00016162,1390,845,707,493,554,420,338,1218
ENSG00016163,20,7,14,13,21,12,6,6
ENSG00016164,11,5,5,5,2,12,2,16
ENSG00016165,11,19,23,12,5,20,4,12
ENSG00016166,328,1233,399,722,732,1269,882,821
ENSG00016167,1295,1644,1438,1021,1201,1219,1589,1573
ENSG00016168,143,276,196,150,60,160,248,248
ENSG00016169,313,208,183,295,54,225,243,418
ENSG00016170,887,892,728,1795,1012,564,1950,1140
ENSG00016171,3,13,3,4,3,1,1,14
ENSG00016172,1084,976,965,999,1620,1672,1567,770
ENSG00016173,8751,4473,6600,6068,5057,6560,2816,10359
ENSG00016174,87,65,24,41,36,50,130,43
ENSG00016175,144,276,106,256,218,309,428,331
ENSG00016176,1,12,2,11,6,5,22,5
ENSG00016177,129,249,450,313,233,222,168,237
ENSG00016178,7,19,3,3,6,3,9,11
ENSG00016179,0,2,1,0,1,1,0,0
ENSG00016180,21,3,4,8,4,6,10,7
ENSG00016181,31,20,75,21,68,37,79,19
ENSG00016182,4,5,7,3,4,1,5,2
ENSG00016183,4,2,2,0,2,0,3,1
ENSG00016184,27,16,2,11,15,6,7,44
ENSG00016185,991,1219,767,580,549,644,948,889
ENSG00016186,0,0,1,2,0,0,2,1
ENSG00016187,672,461,204,877,537,506,950,709
ENSG00016188,212,113,87,202,80,142,123,188
ENSG00016189,1,5,6,4,0,2,1,4
ENSG00016190,5,10,20,20,36,7,9,7
ENSG00016191,1,2,0,0,4,0,1,1
ENSG00016192,59,108,54,108,96,82,71,133
ENSG00016193,54,335,169,113,107,134,126,241
ENSG00016194,67,51,88,47,59,14,116,62
ENSG00016195,42,28,32,16,10,41,16,35
ENSG00016196,2,10,11,6,9,3,7,3
ENSG00016197,158,229,70,127,142,176,78,86
ENSG00016198,341,368,193,274,259,395,331,478
ENSG00016199,750,827,474,913,854,516,381,623
ENSG00016200,4,3,3,3,1,1,0,1
ENSG00016201,114,47,55,59,27,59,25,89
ENSG00016202,16,4,35,24,36,45,38,65
ENSG00016203,18,12,12,4,3,18,1,14
ENSG00016204,788,624,282,545,531,488,577,290
ENSG00016205,18,16,10,90,42,131,25,22
ENSG00016206,10025,12135,12143,19007,15471,29274,14760,20340
ENSG00016207,0,0,2,1,0,0,1,0
ENSG00016208,66,24,28,44,46,45,43,88
ENSG00016209,5,12,8,11,15,18,3,20
ENSG00016210,261,353,116,407,401,460,253,451
ENSG00016211,253,207,168,335,158,149,190,115
ENSG00016212,463,611,398,448,256,511,152,533
ENSG00016213,100,260,60,314,173,106,107,217
ENSG00016214,1,4,7,10,4,14,6,13
ENSG00016215,35,82,55,55,43,27,49,49
ENSG00016216,5613,8390,5659,3968,3314,4036,5442,2756
ENSG00016217,18,17,7,19,24,19,6,19
ENSG00016218,29,101,65,68,61,105,58,59
ENSG00016219,0,1,0,0,0,0,0,0
ENSG00016220,1656,1818,2485,1216,1538,1199,927,3104
ENSG00016221,25,74,27,73,34,13,66,56
ENSG00016222,366,144,218,420,301,394,368,703
ENSG00016223,12,32,41,42,38,60,20,56
ENSG00016224,7,2,1,2,1,2,2,7
ENSG00016225,712,1043,1393,1830,801,1392,1647,1917
ENSG00016226,62,97,26,137,85,49,49,254
ENSG00016227,4,5,5,6,18,3,9,1
ENSG00016228,0,5,1,0,1,0,0,1
ENSG00016229,0,0,0,0,0,0,0,0
ENSG00016230,29,11,16,28,3,11,32,10
ENSG00016231,5,11,2,4,9,4,18,13
ENSG00016232,1325,753,644,317,408,663,276,675
ENSG00016233,292,321,265,419,135,152,238,142
ENSG00016234,4,10,2,10,3,8,4,2
ENSG00016235,1,0,1,0,0,0,0,0
ENSG00016236,46,270,155,93,32,108,115,125
ENSG00016237,1,0,6,2,0,4,3,3
ENSG00016238,138,164,122,191,152,234,216,184
ENSG00016239,0,1,0,1,0,1,0,2
ENSG00016240,4741,6997,3291,7286,5978,5517,7915,7685
ENSG00016241,7,20,10,20,24,26,38,17
ENSG00016242,902,510,383,899,865,1256,648,1079
ENSG00016243,0,0,0,3,0,0,2,1
ENSG00016244,8,9,8,6,4,10,3,9
ENSG00016245,56,60,107,63,87,80,133,93
ENSG00016246,0,1,1,1,9,2,4,1
ENSG00016247,119,353,700,450,332,338,515,743
ENSG00016248,635,607,362,339,600,555,577,589
ENSG00016249,439,213,96,138,295,191,147,257
ENSG00016250,0,0,0,0,0,0,1,0
ENSG00016251,4278,5505,2495,3782,4735,4362,6238,3925
ENSG00016252,1131,763,313,615,344,351,839,319
ENSG00016253,164,139,208,98,312,167,120,166
ENSG00016254,1,6,1,2,2,1,1,3
ENSG00016255,394,538,268,269,186,327,152,402
ENSG00016256,1319,1753,861,1808,792,1676,830,1733
ENSG00016257,2822,1784,2637,2747,3296,1856,2289,1968
ENSG00016258,199,172,95,305,78,146,92,163
ENSG00016259,1534,2775,700,2084,1481,1951,1233,1512
ENSG00016260,876,1886,954,622,1299,1167,994,1421
ENSG00016261,57,35,16,81,75,38,60,27
ENSG00016262,10,15,25,10,25,39,8,20
ENSG00016263,20,24,4,46,15,20,22,19
ENSG00016264,281,136,176,303,151,293,380,297
ENSG00016265,212,456,559,378,304,473,84,207
ENSG00016266,1,2,6,4,2,7,3,9
ENSG00016267,30,14,3,7,13,8,9,12
ENSG00016268,67,182,51,205,125,87,88,81
ENSG00016269,6844,2110,3774,5359,3772,2299,4028,3560
ENSG00016270,13,4,5,8,2,3,2,5
ENSG00016271,10,8,10,23,8,15,3,9
ENSG00016272,188,159,173,132,203,198,116,265
ENSG00016273,17,7,10,24,38,27,14,14
ENSG00016274,12,34,7,21,10,42,12,59
ENSG00016275,34,12,25,24,8,32,32,57
ENSG00016276,605,1306,660,773,421,707,1024,980
ENSG00016277,1430,1791,1641,826,2033,1564,1083,1482
ENSG00016278,81,159,69,100,49,123,56,44
ENSG00016279,318,290,250,125,205,291,92,245
ENSG00016280,11,6,7,6,4,10,5,12
ENSG00016281,1,1,3,6,1,4,1,2
ENSG00016282,21,79,17,29,36,36,43,50
ENSG00016283,637,535,287,690,592,444,418,899
ENSG00016284,33,43,17,48,6,25,30,24
ENSG00016285,4,25,54,43,36,56,86,179
ENSG00016286,11,7,7,25,7,31,12,22
ENSG00016287,13,18,10,17,14,33,5,18
ENSG00016288,586,735,513,714,570,731,566,657
ENSG00016289,143,234,109,212,142,170,269,320
ENSG00016290,91,221,58,75,231,98,111,202
ENSG00016291,12,32,9,8,9,14,26,41
ENSG00016292,12,11,10,10,14,7,10,39
ENSG00016293,349,637,312,256,596,908,294,1164
ENSG00016294,128,40,53,102,70,149,153,166
ENSG00016295,30,14,46,64,29,67,72,61
ENSG00016296,19,5,15,9,22,17,9,14
ENSG00016297,385,391,358,542,308,532,454,956
ENSG00016298,50,103,60,38,109,18,59,65
ENSG00016299,0,0,0,8,0,3,2,2
ENSG00016300,3049,8381,4676,4037,3445,3402,6194,4537
ENSG00016301,7,14,10,4,19,16,4,19
ENSG00016302,2,11,3,8,8,7,8,0
ENSG00016303,1,1,0,0,0,0,0,0
ENSG00016304,9,28,27,24,31,61,36,18
ENSG00016305,61,12,46,20,24,14,71,62
ENSG00016306,0,0,0,1,1,1,0,1
ENSG00016307,7,14,7,8,4,7,5,9
ENSG00016308,746,752,457,686,605,396,912,240
ENSG00016309,28,45,14,17,14,10,6,7
ENSG00016310,1104,1677,1003,1502,1757,1502,1447,1452
ENSG00016311,50,2,11,33,31,43,24,19
ENSG00016312,56,83,134,42,99,169,92,248
ENSG00016313,5209,4812,3935,10007,5865,4292,4044,4687
ENSG00016314,0,3,2,2,2,6,5,3
ENSG00016315,3,9,3,10,3,12,6,27
ENSG00016316,2,0,0,1,3,0,3,4
ENSG00016317,1,16,2,8,3,4,8,3
ENSG00016318,3,15,5,6,6,10,2,6
ENSG00016319,47,53,35,52,96,79,105,120
ENSG00016320,254,273,94,394,291,243,296,205
ENSG00016321,53,32,55,55,73,30,27,57
ENSG00016322,14,15,12,56,11,17,27,26
ENSG00016323,754,494,441,375,985,765,559,589
ENSG00016324,0,7,1,1,6,5,6,6
ENSG00016325,7,24,23,22,21,29,12,29
ENSG00016326,6,7,8,8,12,3,6,9
ENSG00016327,1,4,6,4,1,4,5,3
ENSG00016328,5,9,9,1,10,4,5,11
ENSG00016329,6,6,3,10,14,11,3,10
ENSG00016330,30,56,32,47,31,16,58,57
ENSG00016331,528,870,147,657,333,473,411,686
ENSG00016332,2083,1756,1094,1809,2302,1279,885,1411
ENSG00016333,297,456,111,566,372,552,225,501
ENSG00016334,324,212,108,108,146,300,215,311
ENSG00016335,369,538,678,588,631,513,464,947
ENSG00016336,0,1,1,0,0,0,0,0
ENSG00016337,34,34,34,54,54,24,15,26
ENSG00016338,252,403,77,99,259,283,239,352
ENSG00016339,116,169,116,253,362,338,110,344
ENSG00016340,241,144,224,219,159,78,170,161
ENSG00016341,40,23,12,20,20,106,58,44
ENSG00016342,3,13,2,13,3,0,3,6
ENSG00016343,37,37,23,29,22,22,23,20
ENSG00016344,143,154,93,241,72,176,133,84
ENSG00016345,114,121,89,73,86,95,52,50
ENSG00016346,1650,1088,731,1606,1459,1464,1472,3034
ENSG00016347,2307,11899,5320,4582,4245,4620,7328,6091
ENSG00016348,4,17,8,13,8,8,4,15
ENSG00016349,725,1152,1192,1049,1147,1160,1110,568
ENSG00016350,71,135,111,76,135,54,62,38
ENSG00016351,171,262,233,260,268,185,170,215
ENSG00016352,1789,1158,1049,498,1487,1407,2199,1229
ENSG00016353,31,126,54,93,289,141,44,146
ENSG00016354,47671,52206,48806,63173,61098,78311,76171,83723
ENSG00016355,1,5,3,3,0,3,1,13
ENSG00016356,282,283,372,286,187,446,155,198
ENSG00016357,2702,1951,2215,2405,3033,2460,1764,2400
ENSG00016358,1,0,1,2,1,2,0,1
ENSG00016359,802,912,1547,1111,1796,1106,1145,1795
ENSG00016360,13,34,46,9,23,15,31,13
ENSG00016361,43,63,31,29,78,61,34,52
ENSG00016362,1042,1756,2059,1168,1677,1958,1551,2201
ENSG00016363,248,443,167,216,193,245,266,210
ENSG00016364,45,42,50,162,26,73,106,28
ENSG00016365,1,3,0,1,0,1,0,0
ENSG00016366,2694,2071,1432,1705,1306,3179,1789,3090
ENSG00016367,25,35,36,2,6,28,11,12
ENSG00016368,1463,1015,1346,1050,920,975,776,934
ENSG00016369,6,14,5,5,9,7,6,8
ENSG00016370,218,223,115,282,365,148,207,341
ENSG00016371,793,788,1006,623,504,850,1769,819
ENSG00016372,23,4,10,9,9,13,5,13
ENSG00016373,40,59,14,22,47,40,41,57
ENSG00016374,25,16,27,59,24,67,26,38
ENSG00016375,233,138,270,246,132,94,185,122
ENSG00016376,385,441,271,363,285,1098,229,302
ENSG00016377,2073,650,856,1020,688,748,1895,3528
ENSG00016378,121,93,75,99,117,71,198,120
ENSG00016379,84,276,63,104,112,69,85,144
ENSG00016380,4,6,12,5,10,13,23,16
ENSG00016381,87,131,46,151,136,80,64,85
ENSG00016382,0,4,2,13,2,11,5,5
ENSG00016383,51,13,85,65,28,38,52,56
ENSG00016384,74,96,31,89,59,107,30,60
ENSG00016385,36,93,57,65,54,170,118,66
ENSG00016386,445,768,937,857,814,1500,701,540
ENSG00016387,6,9,4,16,9,9,17,1
ENSG00016388,13,7,8,9,8,7,26,15
ENSG00016389,6,25,17,20,33,24,35,28
ENSG00016390,1,2,0,5,3,1,0,0
ENSG00016391,0,1,0,1,0,0,3,0
ENSG00016392,807,895,797,938,714,1168,557,979
ENSG00016393,5,11,17,13,3,17,14,11
ENSG00016394,284,300,309,241,247,184,465,534
ENSG00016395,4,4,6,9,11,7,2,14
ENSG00016396,2945,3910,5088,4409,3711,5580,4568,6654
ENSG00016397,9,4,5,1,10,9,4,16
ENSG00016398,231,211,115,181,196,69,175,300
ENSG00016399,0,1,0,0,0,0,1,1
ENSG00016400,6485,7081,8492,5601,6120,5127,4919,6237
ENSG00016401,4101,3054,2251,2584,2796,4048,1002,4512
ENSG00016402,61,29,43,76,78,46,64,115
ENSG00016403,0,0,0,8,0,1,0,1
ENSG00016404,105,74,155,131,113,46,37,98
ENSG00016405,0,2,1,0,0,2,1,0
ENSG00016406,17,17,22,7,30,4,16,12
ENSG00016407,3,1,1,3,3,3,2,5
ENSG00016408,8,16,43,50,57,39,11,43
ENSG00016409,24,17,19,28,18,10,18,32
ENSG00016410,592,1422,924,1284,1674,1444,2056,1333
ENSG00016411,338,143,88,479,122,437,191,321
ENSG00016412,5,9,9,4,1,15,11,9
ENSG00016413,8,13,1,17,6,4,10,6
ENSG00016414,0,1,0,1,2,1,0,1
ENSG00016415,1748,1521,1079,455,720,867,1383,1459
ENSG00016416,70,37,15,30,33,69,31,18
ENSG00016417,1886,4366,2777,2899,5008,4193,9208,3100
ENSG00016418,228,478,130,423,467,392,519,401
ENSG00016419,11,14,17,22,16,26,19,19
ENSG00016420,39,14,51,27,33,27,21,31
ENSG00016421,8,3,8,7,1,12,4,2
ENSG00016422,10,7,8,9,12,3,5,3
ENSG00016423,15,19,19,6,18,12,7,12
ENSG00016424,1297,1676,924,2156,842,1526,1199,1513
ENSG00016425,14,3,12,4,3,8,4,4
ENSG00016426,0,0,0,0,1,6,1,0
ENSG00016427,0,0,1,0,1,1,3,6
ENSG00016428,44,98,51,66,109,43,36,138
ENSG00016429,19221,25566,25302,14410,16285,21141,33974,20541
ENSG00016430,164,98,54,55,100,184,147,141
ENSG00016431,94,91,44,69,86,278,55,163
ENSG00016432,88,233,292,257,252,318,122,231
ENSG00016433,2328,1430,1582,1851,612,1924,2125,1687
ENSG00016434,9,30,11,9,8,6,5,26
ENSG00016435,123,508,305,434,280,305,131,283
ENSG00016436,1854,1414,1617,1577,1684,3172,1597,4364
ENSG00016437,3,5,0,3,1,14,2,2
ENSG00016438,98,81,67,53,72,84,31,253
ENSG00016439,92,68,49,37,73,54,92,127
ENSG00016440,68,39,40,44,40,81,57,45
ENSG00016441,1,7,2,2,9,7,2,0
ENSG00016442,523,294,319,206,455,392,427,504
ENSG00016443,1,0,1,1,0,0,1,0
ENSG00016444,0,0,0,0,1,0,0,0
ENSG00016445,4,9,15,5,14,16,14,8
ENSG00016446,57,35,15,29,49,102,24,71
ENSG00016447,3169,3100,2321,2960,2665,2222,2535,2687
ENSG00016448,698,413,477,442,334,400,250,568
ENSG00016449,4,16,3,14,11,6,4,5
ENSG00016450,16,18,11,32,14,55,26,44
ENSG00016451,374,145,186,340,403,346,281,368
ENSG00016452,1047,482,1939,599,1078,985,679,2505
ENSG00016453,9,7,1,3,1,9,1,10
ENSG00016454,3,2,2,2,2,0,0,1
ENSG00016455,498,682,479,362,256,443,320,539
ENSG00016456,3785,4557,3151,3001,3333,5285,3599,3061
ENSG00016457,4,2,5,1,1,2,2,7
ENSG00016458,17,29,15,13,29,23,20,21
ENSG00016459,8,30,12,23,62,23,29,45
ENSG00016460,14,5,4,2,10,2,11,4
ENSG00016461,211,223,118,377,218,87,157,187
ENSG00016462,449,185,206,110,295,302,311,441
ENSG00016463,10,20,7,8,5,5,1,8
ENSG00016464,20,21,28,47,4,17,22,17
ENSG00016465,36,78,52,44,53,85,39,63
ENSG00016466,198,573,397,227,102,343,359,372
ENSG00016467,2970,7731,5039,3190,7958,12523,9924,7732
ENSG00016468,1,0,0,1,1,2,1,6
ENSG00016469,14799,36721,28187,31998,15823,26207,10237,15705
ENSG00016470,3,2,2,7,5,2,1,8
ENSG00016471,123,116,34,162,121,44,171,97
ENSG00016472,1184,684,1050,817,824,1539,1203,930
ENSG00016473,23,24,22,45,7,26,18,30
ENSG00016474,108,92,94,39,155,69,52,81
ENSG00016475,144,131,129,225,332,355,366,415
ENSG00016476,30,45,26,51,43,86,25,47
ENSG00016477,54,244,52,92,144,38,155,113
ENSG00016478,1,1,0,1,0,4,1,4
ENSG00016479,4,10,9,4,5,15,6,9
ENSG00016480,2,4,0,0,0,0,0,0
ENSG00016481,14,33,34,81,18,25,45,25
ENSG00016482,21,34,26,23,46,28,49,20
ENSG00016483,4800,5090,5144,6144,3146,6090,5069,4677
ENSG00016484,12,11,5,8,6,27,1,33
ENSG00016485,136,297,82,48,267,210,271,103
ENSG00016486,1049,613,1343,685,948,876,1014,774
ENSG00016487,7,3,3,4,5,5,1,1
ENSG00016488,602,670,688,1136,806,715,1105,1054
ENSG00016489,1,0,0,0,1,0,0,2
ENSG00016490,2,11,2,13,1,4,1,4
ENSG00016491,46,108,24,49,50,32,95,60
ENSG00016492,9,4,14,53,42,14,13,40
ENSG00016493,37,19,8,8,29,13,18,25
ENSG00016494,3,0,3,1,2,1,1,1
ENSG00016495,213,123,101,141,65,185,107,188
ENSG00016496,8437,25142,5470,13420,11351,12087,8867,11291
ENSG00016497,623,2551,1702,2269,2037,1242,1043,3557
ENSG00016498,282,660,183,371,182,295,599,273
ENSG00016499,13,35,33,30,25,15,31,16
ENSG00016500,29,144,37,72,63,58,100,59
ENSG00016501,19,138,128,155,126,54,229,52
ENSG00016502,6,2,1,1,6,2,0,3
ENSG00016503,7,17,37,13,19,13,6,15
ENSG00016504,4,13,0,17,17,15,7,2
ENSG00016505,9,11,2,1,2,2,1,5
ENSG00016506,60,68,61,53,30,16,42,24
ENSG00016507,47,69,46,62,71,57,99,53
ENSG00016508,107,53,21,42,30,53,21,89
ENSG00016509,4,6,10,1,5,12,1,2
ENSG00016510,172,132,239,210,170,88,233,258
ENSG00016511,21,6,18,18,37,24,15,0
ENSG00016512,348,255,298,209,299,327,245,555
ENSG00016513,148,169,228,331,168,136,174,178
ENSG00016514,34,34,17,67,84,57,25,38
ENSG00016515,15,6,19,18,5,5,6,19
ENSG00016516,4,4,5,2,1,4,2,6
ENSG00016517,203,295,372,298,355,174,384,335
ENSG00016518,6,1,2,3,8,4,1,1
ENSG00016519,0,4,6,14,11,10,8,4
ENSG00016520,5,13,5,1,2,1,5,2
ENSG00016521,477,207,157,429,341,420,163,632
ENSG00016522,62,52,53,50,68,39,79,86
ENSG00016523,3,6,4,5,4,0,4,1
ENSG00016524,2420,1259,2892,2162,1300,3486,1632,4855
ENSG00016525,18,47,27,36,19,55,17,44
ENSG00016526,32,68,83,26,50,23,28,85
ENSG00016527,80,80,39,61,32,61,54,52
ENSG00016528,86,85,140,136,167,132,168,255
ENSG00016529,9,3,2,3,2,6,2,2
ENSG00016530,8,5,2,12,5,13,11,18
ENSG00016531,6,12,2,21,12,17,16,19
ENSG00016532,329,283,237,442,228,354,256,408
ENSG00016533,7,23,14,25,16,30,10,24
ENSG00016534,33,29,25,14,46,36,17,39
ENSG00016535,0,1,0,3,0,0,0,2
ENSG00016536,212,251,60,105,247,167,266,237
ENSG00016537,11,21,8,22,22,13,15,31
ENSG00016538,0,0,0,0,3,0,0,1
ENSG00016539,155,384,157,538,198,345,236,180
ENSG00016540,25,72,14,28,70,62,32,117
ENSG00016541,1,8,3,0,5,11,4,8
ENSG00016542,348,169,75,161,77,254,238,285
ENSG00016543,0,2,1,0,0,1,0,3
ENSG00016544,242,198,183,337,269,97,115,206
ENSG00016545,81,125,40,90,75,44,210,84
ENSG00016546,1,7,5,2,2,5,3,1
ENSG00016547,2,2,2,5,9,10,6,7
ENSG00016548,13,4,8,13,9,19,11,36
ENSG00016549,2659,3393,1532,2347,1858,4445,4392,2587
ENSG00016550,19,4,13,25,26,5,13,5
ENSG00016551,1365,645,2483,965,765,1205,1893,1160
ENSG00016552,4,0,0,0,0,0,0,1
ENSG00016553,26218,26944,17319,35806,17360,22740,23250,34545
ENSG00016554,11,22,6,15,30,42,17,12
ENSG00016555,3,7,4,3,0,1,0,1
ENSG00016556,6,1,2,7,1,0,3,3
ENSG00016557,227,323,267,332,213,155,229,222
ENSG00016558,3995,2629,2469,1444,1807,2738,3118,1888
ENSG00016559,269,532,226,418,465,205,401,341
ENSG00016560,510,1360,268,663,345,904,277,1323
ENSG00016561,460,264,170,274,255,356,383,340
ENSG00016562,1,0,0,3,0,0,1,0
ENSG00016563,39,62,34,126,38,94,114,164
ENSG00016564,168,145,181,152,159,216,169,324
ENSG00016565,94,104,140,127,90,99,188,96
ENSG00016566,4236,6203,3749,2245,6260,4615,3109,2788
ENSG00016567,384,376,184,298,352,346,161,435
ENSG00016568,1028,958,627,1083,972,599,1311,731
ENSG00016569,2,2,0,0,0,2,0,2
ENSG00016570,876,829,669,1171,467,1343,1122,1386
ENSG00016571,2,0,1,1,0,2,2,3
ENSG00016572,53,43,27,40,60,29,78,31
ENSG00016573,24,24,42,32,15,47,23,27
ENSG00016574,155,313,139,163,276,398,233,235
ENSG00016575,4,8,22,8,26,23,8,9
ENSG00016576,1,3,21,11,10,2,2,1
ENSG00016577,666,560,497,599,251,440,766,304
ENSG00016578,5,5,2,0,1,0,2,1
ENSG00016579,707,1338,2125,1181,861,909,2189,1833
ENSG00016580,354,613,809,491,867,1014,828,1148
ENSG00016581,5,3,5,16,9,0,3,11
